compound_id,mp_id,formula,family,bond_type,is_metal,theoretical,energy_above_hull_eV_per_atom,formation_energy_per_atom,icobi_antibond_w_raw,icobi_antibond_w_normalized,icobi_antibond_e_ref,icobi_antibond_w_raw_dE0.5,icobi_antibond_w_raw_dE1.0,icobi_antibond_w_raw_dE2.0
exp_metastable_HI_mp-697025,mp-697025,HI,exp_metastable,,False,False,0.0043662910416673,-0.1756574574999998,0.0,0.0,-0.226197,0.0,0.0,0.0
exp_metastable_IF7_mp-27988,mp-27988,IF7,exp_metastable,,False,False,0.0062520956249993,-1.685239713125,0.0,0.0,-0.22283,0.0,0.0,0.0
exp_metastable_In3Ir_mp-630976,mp-630976,In3Ir,exp_metastable,metallic,True,False,0.0042964281250021,-0.2710954262499996,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_InCl_mp-571636,mp-571636,InCl,exp_metastable,covalent,False,False,0.0016458790624991,-1.1152362308333328,3.704465000000001e-05,0.0006267069869734,-0.2913800000000002,3.153780000000001e-05,3.704465000000001e-05,3.704465000000001e-05
exp_metastable_K2S_mp-559278,mp-559278,K2S,exp_metastable,,False,False,0.0872531616666663,-1.160633495104167,1.8271950000000007e-05,0.0006111020066889,-0.2634229999999999,1.8271950000000007e-05,1.8271950000000007e-05,1.8271950000000007e-05
exp_metastable_K_mp-10157,mp-10157,K,exp_metastable,,True,False,0.0069302662500003,0.0069302662500003,0.0021451816,0.0498763450360381,0.0,0.0021446809,0.0021451816,0.0021451816
exp_metastable_Li13Sn5_mp-30769,mp-30769,Li13Sn5,exp_metastable,metallic,True,False,0.0033475494444448,-0.3930118826851839,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_Li3Hg_mp-1646,mp-1646,Li3Hg,exp_metastable,metallic,True,False,0.00129759,-0.2939551318750002,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_MgCl2_mp-570259,mp-570259,MgCl2,exp_metastable,ionic,False,False,0.0006391266666669,-2.254814815,4.230230000000002e-05,0.0028258049432197,-0.209893,4.230230000000002e-05,4.230230000000002e-05,4.230230000000002e-05
exp_metastable_MgH2_mp-23711,mp-23711,MgH2,exp_metastable,,False,False,0.001875589166667,-0.2808434833333333,0.0,0.0,-0.272644,0.0,0.0,0.0
exp_metastable_MgPd3_mp-7753,mp-7753,MgPd3,exp_metastable,metallic,True,False,0.0113717512499906,-0.4772460224999912,0.00111940125,0.0303854845276872,0.0,0.0010951173,0.00111940125,0.00111940125
exp_metastable_Mo3Se4_mp-21021,mp-21021,Mo3Se4,exp_metastable,,True,False,0.0608714349999992,-0.5819315730357175,4.28013e-05,0.0004387177121771,0.0,4.28013e-05,4.28013e-05,4.28013e-05
exp_metastable_NaN3_mp-1066400,mp-1066400,NaN3,exp_metastable,,False,False,0.0029249474999994,-0.1640373740625005,0.0,0.0,-0.272602,0.0,0.0,0.0
exp_metastable_Nb2O5_mp-1595,mp-1595,Nb2O5,exp_metastable,,False,False,0.0075375482653079,-3.0266677264285726,0.0,0.0,-0.3502249999999999,0.0,0.0,0.0
exp_metastable_NiB_mp-14019,mp-14019,NiB,exp_metastable,,True,False,0.0018463106250017,-0.2407035837499993,0.0002460576999999,0.0092887013967534,0.0,0.000245557,0.0002460576999999,0.0002460576999999
exp_metastable_NiHg4_mp-570835,mp-570835,NiHg4,exp_metastable,metallic,True,False,0.0170529580000007,0.0170529579999936,2.4529650000000003e-05,0.0003613146266018,0.0,0.0,2.4529650000000003e-05,2.4529650000000003e-05
exp_metastable_NiS_mp-1547,mp-1547,NiS,exp_metastable,,True,False,0.0141818408333325,-0.6106647137499989,0.0010020012999999,0.0342096722430863,0.0,0.0008908564999999,0.0010020012999999,0.0010020012999999
exp_metastable_PS_mp-612,mp-612,PS,exp_metastable,covalent,False,False,0.0264894514843732,-0.1508336728943451,0.0,0.0,-0.2086300000000003,0.0,0.0,0.0
exp_metastable_PbAu2_mp-19871,mp-19871,PbAu2,exp_metastable,metallic,True,False,0.0047426354166688,-0.0655840066666636,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_PbSe_mp-22009,mp-22009,PbSe,exp_metastable,covalent,False,False,0.0731088299999953,-0.5994639245312499,0.0,0.0,-0.227134,0.0,0.0,0.0
exp_metastable_Rb2Hg7_mp-31474,mp-31474,Rb2Hg7,exp_metastable,metallic,True,False,0.0045234903703742,-0.2110102736111133,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_Re3Ge7_mp-29141,mp-29141,Re3Ge7,exp_metastable,metallic,True,False,0.0126166407500036,0.0126166407500022,1.55186e-05,0.0002243544889402,0.0,1.55186e-05,1.55186e-05,1.55186e-05
exp_metastable_SiO2_mp-546794,mp-546794,SiO2,exp_metastable,covalent,False,False,0.005647450555557,-3.2671838933333333,0.0,0.0,-0.2893259999999999,0.0,0.0,0.0
exp_metastable_SiRh_mp-2287,mp-2287,SiRh,exp_metastable,metallic,True,False,0.0245618549999981,-0.8163077637500002,4.280385e-05,0.0008731915544675,0.0,4.280385e-05,4.280385e-05,4.280385e-05
exp_metastable_SiS2_mp-1095294,mp-1095294,SiS2,exp_metastable,covalent,False,False,0.0030131716666659,-0.7467867135416668,0.0,0.0,-0.2272000000000003,0.0,0.0,0.0
exp_metastable_Sn7Ir5_mp-20466,mp-20466,Sn7Ir5,exp_metastable,metallic,True,False,0.0024213649999964,-0.2903464641666649,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_Sr2As_mp-15697,mp-15697,Sr2As,exp_metastable,,True,False,0.0800054442592603,-1.0304650837962963,0.0007975168499999,0.0267174824120602,0.0,0.0007975168499999,0.0007975168499999,0.0007975168499999
exp_metastable_Sr5Sn3_mp-17720,mp-17720,Sr5Sn3,exp_metastable,metallic,True,False,0.0030214525000005,-0.7373520218750009,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_SrAl2_mp-1638,mp-1638,SrAl2,exp_metastable,metallic,True,False,0.0135719499999993,-0.271503493333333,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_Ta7Co6_mp-1104548,mp-1104548,Ta7Co6,exp_metastable,metallic,True,False,0.0014632612820477,-0.2349845639487186,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_Te2Au_mp-567525,mp-567525,Te2Au,exp_metastable,,True,False,0.027432493333336,-0.0634716500000015,0.0028047584999999,0.0326933034153164,0.0,0.0021294137499999,0.0028047584999999,0.0028080123999999
exp_metastable_Te2Ir_mp-1551,mp-1551,Te2Ir,exp_metastable,,True,False,0.0030421406944398,-0.3634775388888948,0.0005459345,0.0046450650897643,0.0,0.00053817365,0.0005459345,0.0005459344999999
exp_metastable_Ti3Ge_mp-1189044,mp-1189044,Ti3Ge,exp_metastable,metallic,True,False,0.013003969652777,-0.4815656843750009,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_Y2O3_mp-558573,mp-558573,Y2O3,exp_metastable,,False,False,0.0342277962500006,-3.9196441264999975,0.0,0.0,-0.2876299999999996,0.0,0.0,0.0
exp_metastable_ZnAg_mp-1912,mp-1912,ZnAg,exp_metastable,metallic,True,False,0.0112114705555566,-0.0243713599999981,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_ZrBr_mp-1065846,mp-1065846,ZrBr,exp_metastable,,True,False,0.0007946975000017,-1.2701712349999985,1.326605e-05,0.0001395544918998,0.0,1.326605e-05,1.326605e-05,1.326605e-05
exp_metastable_ZrGa3_mp-30685,mp-30685,ZrGa3,exp_metastable,metallic,True,False,0.0130195012500013,-0.5133076262499987,0.0,0.0,0.0,0.0,0.0,0.0
exp_metastable_ZrRh_mp-2808,mp-2808,ZrRh,exp_metastable,metallic,True,False,0.0839339799999976,-0.8013510275000009,0.000139431,0.0023801809491293,0.0,0.000139431,0.000139431,0.000139431
exp_stable_As2S3_mp-1189572,mp-1189572,As2S3,exp_stable,covalent,False,False,0.0,-0.1565099951874984,0.0,0.0,-0.2641999999999997,0.0,0.0,0.0
exp_stable_AsF3_mp-28027,mp-28027,AsF3,exp_stable,covalent,False,False,0.0,-2.471951621250001,0.0,0.0,-0.2243319999999999,0.0,0.0,0.0
exp_stable_BI3_mp-23189,mp-23189,BI3,exp_stable,covalent,False,False,0.0,-0.3473448510416679,0.0,0.0,-0.218332,0.0,0.0,0.0
exp_stable_BW_mp-7832,mp-7832,BW,exp_stable,,True,False,0.0,-0.3597101150000021,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_BaAu2_mp-30363,mp-30363,BaAu2,exp_stable,metallic,True,False,0.0,-0.7404507499999978,0.0002448049999999,0.0034281613219437,0.0,0.0002448049999999,0.0002448049999999,0.0002448049999999
exp_stable_BaCl2_mp-568662,mp-568662,BaCl2,exp_stable,ionic,False,False,0.0,-2.96823858,0.0001031236,0.0066104871794871,-0.263612,0.0001031236,0.0001031236,0.0001031236
exp_stable_BaH2_mp-23715,mp-23715,BaH2,exp_stable,,False,False,0.0,-0.6047468716666676,0.0,0.0,-0.259843,0.0,0.0,0.0
exp_stable_Be2Cu_mp-2031,mp-2031,Be2Cu,exp_stable,metallic,True,False,0.0,-0.1403742000000007,2.2527e-06,0.0001115198019801,0.0,2.2527e-06,2.2527e-06,2.2527e-06
exp_stable_Be2Nb3_mp-11272,mp-11272,Be2Nb3,exp_stable,metallic,True,False,0.0,-0.1348759280000024,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_Be2V_mp-11281,mp-11281,Be2V,exp_stable,metallic,True,False,0.0,-0.2181801241666659,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_CaAl4_mp-1749,mp-1749,CaAl4,exp_stable,metallic,True,False,0.0,-0.2205821339999999,1.27653e-05,0.0001840706560922,0.0,1.27653e-05,1.27653e-05,1.27653e-05
exp_stable_CaSn_mp-2450,mp-2450,CaSn,exp_stable,metallic,True,False,0.0,-0.6481111449999988,0.0014500758999999,0.0275679828897338,0.0,0.0013929984499999,0.0014500758999999,0.0014500758999999
exp_stable_CdPd_mp-1696,mp-1696,CdPd,exp_stable,metallic,True,False,0.0,-0.3915251949999985,1.6521449999999997e-05,0.0003996480406386,0.0,1.6521449999999997e-05,1.6521449999999997e-05,1.6521449999999997e-05
exp_stable_CoB_mp-20857,mp-20857,CoB,exp_stable,,True,False,0.0,-0.2975242550000008,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_Cs2As3_mp-15557,mp-15557,Cs2As3,exp_stable,,False,False,0.0,-0.432719623362069,0.0,0.0,-0.2336399999999998,0.0,0.0,0.0
exp_stable_FeS_mp-505531,mp-505531,FeS,exp_stable,,True,False,0.0,-0.7574410312499991,0.0001454331,0.0024126260783012,0.0,0.0001454331,0.0001454331,0.0001454331
exp_stable_Ge2Os_mp-10032,mp-10032,Ge2Os,exp_stable,metallic,True,False,0.0,-0.0834786366666691,1.80216e-05,0.0002600144279324,0.0,1.80216e-05,1.80216e-05,1.80216e-05
exp_stable_HfTc2_mp-1095669,mp-1095669,HfTc2,exp_stable,metallic,True,False,0.0,-0.4099592916666665,9.96233e-05,0.001183174584323,0.0,9.96233e-05,9.96233e-05,9.96233e-05
exp_stable_Hg4Pt_mp-936,mp-936,Hg4Pt,exp_stable,metallic,True,False,0.0,-0.123063639999998,3.504445e-05,0.0004922664700098,0.0,3.7545e-06,3.504445e-05,3.504445e-05
exp_stable_HgF2_mp-8177,mp-8177,HgF2,exp_stable,,False,False,0.0,-1.7027978508333357,0.0,0.0,-0.2799210000000001,0.0,0.0,0.0
exp_stable_InBr_mp-22870,mp-22870,InBr,exp_stable,covalent,False,False,0.0,-0.9348113258333336,0.0001526879,0.0023628582482203,-0.2759499999999999,0.0001351669,0.0001526879,0.0001526879
exp_stable_KI_mp-22898,mp-22898,KI,exp_stable,ionic,False,False,0.0,-1.6699892911249994,0.0,0.0,-0.256609,0.0,0.0,0.0
exp_stable_KN3_mp-827,mp-827,KN3,exp_stable,,False,False,0.0,-0.2211123337500016,0.0,0.0,-0.278652,0.0,0.0,0.0
exp_stable_Li2Se_mp-2286,mp-2286,Li2Se,exp_stable,,False,False,0.0,-1.4516769874652775,0.0,0.0,-0.36178,0.0,0.0,0.0
exp_stable_LiB_mp-1001835,mp-1001835,LiB,exp_stable,,True,False,0.0,-0.2246880620833335,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_Mg2Ni_mp-2137,mp-2137,Mg2Ni,exp_stable,metallic,True,False,0.0,-0.153033664444444,0.0031497023999999,0.3329495137420718,0.0,0.0019929836,0.0031497023999999,0.0033331745499999
exp_stable_MgP4_mp-384,mp-384,MgP4,exp_stable,,False,False,0.0,-0.2983330857142853,0.0,0.0,-0.2495799999999999,0.0,0.0,0.0
exp_stable_MnAl12_mp-1104165,mp-1104165,MnAl12,exp_stable,metallic,True,False,0.0,-0.0988357390716185,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_MoSe2_mp-1634,mp-1634,MoSe2,exp_stable,covalent,False,False,0.0,-0.7499368427083345,0.0,0.0,-0.2023999999999999,0.0,0.0,0.0
exp_stable_NaS_mp-2400,mp-2400,NaS,exp_stable,,False,False,0.0,-1.00427061140625,0.0,0.0,-0.2266400000000001,0.0,0.0,0.0
exp_stable_Na_mp-10172,mp-10172,Na,exp_stable,,True,False,0.0,0.0,0.00319036225,0.0900723390739695,0.0,0.00313729035,0.00319036225,0.00319036225
exp_stable_Nb3Ir_mp-1458,mp-1458,Nb3Ir,exp_stable,metallic,True,False,0.0,-0.402662928749999,2.05246e-05,0.0002334463148316,0.0,2.05246e-05,2.05246e-05,2.05246e-05
exp_stable_NbGa3_mp-1973,mp-1973,NbGa3,exp_stable,metallic,True,False,0.0,-0.351950454999999,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_PI2_mp-29443,mp-29443,PI2,exp_stable,covalent,False,False,0.0,-0.3134069832142856,0.0,0.0,-0.25563,0.0,0.0,0.0
exp_stable_PbSe_mp-2201,mp-2201,PbSe,exp_stable,covalent,False,False,0.0,-0.6725727545312452,0.0002412968,0.0039241632785818,-0.29258,0.0002412968,0.0002412968,0.0002412968
exp_stable_RbI_mp-22903,mp-22903,RbI,exp_stable,ionic,False,False,0.0,-1.6958504512500008,2.853420000000003e-05,0.0013089082568807,-0.2327159999999999,0.0,2.853420000000003e-05,2.853420000000003e-05
exp_stable_Sc5Ge3_mp-17190,mp-17190,Sc5Ge3,exp_stable,metallic,True,False,0.0,-0.9092670950000006,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_ScAg2_mp-1018128,mp-1018128,ScAg2,exp_stable,metallic,True,False,0.0,-0.2906822483333329,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_ScTe_mp-10026,mp-10026,ScTe,exp_stable,,True,False,0.0,-1.3886115333333322,0.0,0.0,0.0,0.0,0.0,1.4017649999999986e-05
exp_stable_SnPt_mp-19856,mp-19856,SnPt,exp_stable,metallic,True,False,0.0,-0.617788777499996,2.5030000000000025e-06,2.826970860627968e-05,0.0,0.0,2.5030000000000025e-06,2.5030000000000025e-06
exp_stable_SrO2_mp-2697,mp-2697,SrO2,exp_stable,ionic,False,False,0.0,-2.204479133333332,0.0,0.0,-0.2046900000000002,0.0,0.0,4.6557950000000014e-05
exp_stable_SrSi_mp-2661,mp-2661,SrSi,exp_stable,metallic,True,False,0.0,-0.5268471175000009,0.00054368605,0.0097104134666904,0.0,0.00052516385,0.00054368605,0.00054368605
exp_stable_Ta5Ge3_mp-17593,mp-17593,Ta5Ge3,exp_stable,metallic,True,False,0.0,-0.4099343670833306,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_TaP_mp-1067587,mp-1067587,TaP,exp_stable,,True,False,0.0,-0.9955650676547628,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_TaSb2_mp-11697,mp-11697,TaSb2,exp_stable,metallic,True,False,0.0,-0.1680856907777771,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_Te2Pd_mp-782,mp-782,Te2Pd,exp_stable,,True,False,0.0,-0.3444598000000051,0.0019529258,0.0200238470214293,0.0,0.00149636435,0.0019529258,0.0019529258
exp_stable_Te2Ru_mp-267,mp-267,Te2Ru,exp_stable,covalent,False,False,0.0,-0.4061187633333389,0.0001356713,0.0016984389083625,-0.1779100000000006,0.0001036291499999,0.0001356713,0.0001356713
exp_stable_TeO2_mp-8377,mp-8377,TeO2,exp_stable,covalent,False,False,0.0,-1.4950600038888868,0.0,0.0,-0.2529699999999995,0.0,0.0,0.0
exp_stable_Ti3In_mp-866046,mp-866046,Ti3In,exp_stable,metallic,True,False,0.0,-0.1250645941666652,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_Ti3Pt_mp-2339,mp-2339,Ti3Pt,exp_stable,metallic,True,False,0.0,-0.6843641187500005,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_TiBe12_mp-1104067,mp-1104067,TiBe12,exp_stable,metallic,True,False,0.0,-0.1477148279487181,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_TiNi_mp-1048,mp-1048,TiNi,exp_stable,metallic,True,False,0.0,-0.3958550266666663,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_TiO_mp-1071163,mp-1071163,TiO,exp_stable,,True,False,0.0,-2.9079562791666667,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_TiSi2_mp-1077503,mp-1077503,TiSi2,exp_stable,metallic,True,False,0.0,-0.5380357655555557,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_TlCl_mp-571079,mp-571079,TlCl,exp_stable,,False,False,0.0,-1.3258213141666677,0.0,0.0,-0.2527500000000002,0.0,0.0,0.0
exp_stable_VNi2_mp-11531,mp-11531,VNi2,exp_stable,metallic,True,False,0.0,-0.2168306000000015,3.1039e-05,0.0007757810547363,0.0,3.1039e-05,3.1039e-05,3.1039e-05
exp_stable_WO2_mp-1524394,mp-1524394,WO2,exp_stable,,True,False,0.0,-2.0675175558333336,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_Zr2Au_mp-2348,mp-2348,Zr2Au,exp_stable,metallic,True,False,0.0,-0.468447070000001,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_Zr5Pb3_mp-681992,mp-681992,Zr5Pb3,exp_stable,metallic,True,False,0.0,-0.3752582550000056,0.0,0.0,0.0,0.0,0.0,0.0
exp_stable_ZrMo2_mp-2049,mp-2049,ZrMo2,exp_stable,metallic,True,False,0.0,-0.1390927483333352,0.0,0.0,0.0,0.0,0.0,0.0
extension_Ag3As_mp-1183193,mp-1183193,Ag3As,extension,,True,True,0.0883969775000004,0.0883969775000004,0.0,0.0,0.0,0.0,0.0,0.0
extension_Ag3Pt_mp-12065,mp-12065,Ag3Pt,extension,metallic,True,False,0.0208054225000005,-0.0203912187499959,0.0001031284,0.0025730638722554,0.0,9.712000000000002e-05,0.0001031284,0.0001031284
extension_Ag3Sb_mp-2273,mp-2273,Ag3Sb,extension,metallic,True,False,0.0508994350000016,0.0508994350000016,0.0,0.0,0.0,0.0,0.0,0.0
extension_AgH_mp-1096804,mp-1096804,AgH,extension,,False,True,0.1208983966666679,0.1208983966666679,0.0,0.0,-0.2877200000000002,0.0,0.0,0.0
extension_AgI_mp-22915,mp-22915,AgI,extension,,True,False,0.3927372599999996,-0.0750226383333325,0.0,0.0,0.0,0.0,0.0,0.0
extension_AgN_anchor_mp-1091417,mp-1091417,AgN,extension,,True,False,1.520129764166667,1.520129764166667,0.00015068995,0.0029898799603174,0.0,0.00015068995,0.00015068995,0.00015068995
extension_AgN_poly_mp-1009766,mp-1009766,AgN,extension,,True,True,1.5494896491666663,1.5494896491666663,0.0009346663499999,0.0172798363838047,0.0,0.0009078789,0.0009346663499999,0.00093466635
extension_AgN_poly_mp-1424734,mp-1424734,AgN,extension,,True,True,1.9196186741666672,1.9196186741666672,0.0001692102,0.002456594076655,0.0,0.0001692102,0.0001692102,0.0001692102
extension_AgN_poly_mp-1428312,mp-1428312,AgN,extension,,True,True,1.6518583891666676,1.6518583891666676,0.0001622033,0.0040836681772406,0.0,0.0001622033,0.0001622033,0.0001622033
extension_AgPb3_mp-1183256,mp-1183256,AgPb3,extension,metallic,True,True,0.0850927583333387,0.0850927583333387,0.0,0.0,0.0,0.0,0.0,0.0
extension_AgPd_mp-1183222,mp-1183222,AgPd,extension,metallic,True,True,0.006955855000001,-0.0656381675000012,0.0008427856,0.0199051865847897,0.0,0.0006765727499999,0.0008427856,0.0008427856
extension_Ag_mp-124,mp-124,Ag,extension,,True,False,0.0021267149999992,0.0021267149999992,0.0,0.0,0.0,0.0,0.0,0.0
extension_Al12Mo_mp-550,mp-550,Al12Mo,extension,metallic,True,False,0.0141426919230767,-0.1132426415384617,0.0,0.0,0.0,0.0,0.0,0.0
extension_Al2W_mp-12524,mp-12524,Al2W,extension,metallic,True,False,0.0931175611111143,-0.0582159708888872,0.0,0.0,0.0,0.0,0.0,0.0
extension_Al3Ag_mp-1183130,mp-1183130,Al3Ag,extension,metallic,True,True,0.0712581868749993,0.0471000101249998,0.0,0.0,0.0,0.0,0.0,0.0
extension_Al3As_mp-1183129,mp-1183129,Al3As,extension,,True,True,0.3636485250000003,0.0501271368750018,0.0,0.0,0.0,0.0,0.0,0.0
extension_AlAg2_mp-985805,mp-985805,AlAg2,extension,metallic,True,True,0.0076561579999996,-0.0567656466666666,0.0,0.0,0.0,0.0,0.0,0.0
extension_AlAg_mp-1228901,mp-1228901,AlAg,extension,metallic,True,True,0.018330401,-0.0299859525000005,0.0,0.0,0.0,0.0,0.0,0.0
extension_AlH3_mp-1106356,mp-1106356,AlH3,extension,covalent,False,False,0.0100144587500006,-0.0636176240624992,0.0,0.0,-0.2515212999999999,0.0,0.0,0.0
extension_Al_mp-134,mp-134,Al,extension,,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extension_As3W2_mp-11696,mp-11696,As3W2,extension,,True,False,0.0,-0.0927698695000003,0.0,0.0,0.0,0.0,0.0,0.0
extension_As4S3_mp-27543,mp-27543,As4S3,extension,covalent,False,False,0.0063556478571413,-0.1304276883482142,0.0,0.0,-0.2320899999999999,0.0,0.0,0.0
extension_As4S3_mp-557321,mp-557321,As4S3,extension,covalent,False,False,0.0068404364285701,-0.1299428997767851,0.0,0.0,-0.2634700000000001,0.0,0.0,0.0
extension_As_mp-158,mp-158,As,extension,,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extension_Au2S_mp-947,mp-947,Au2S,extension,covalent,False,False,0.0,-0.1183418259375012,0.0,0.0,-0.2766099999999998,0.0,0.0,0.0
extension_Au_mp-81,mp-81,Au,extension,,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.461960000000002e-05
extension_BPd5_mp-1228665,mp-1228665,BPd5,extension,,True,True,0.1324951308333304,-0.0882113820833344,0.00127785655,0.0180948251203625,0.0,0.0010498305999999,0.00127785655,0.00127785655
extension_B_mp-160,mp-160,B,extension,covalent,False,False,0.0,0.0,0.0,0.0,-0.2358799999999998,0.0,0.0,0.0
extension_Ba3Ca_mp-1183342,mp-1183342,Ba3Ca,extension,metallic,True,True,0.0392140474999997,0.0392140474999997,0.0,,0.0,0.0,0.0,0.0
